id, TITLE, UNIF TITLE, AUTHOR, ISBN/ISSN, LOCATIONS, SHELF INFO, IMPRINT, EDITION, SUBJECT, NOTE, SERIES, DESCRIPT, ALT TITLE, ALT AUTHOR
"25","The Maltese tenor [compact disc] / Joseph Calleja.","","Calleja, Joseph, 1977-","028947827207.","Public Library","PubLib MUSIC CD (1st fl OPERA CALLEJA, J.","London : Decca, p2011.","","Operas -- Excerpts.; Songs (High voice) with orchestra.; Vocal duets with orchestra.; Music CDs.","Joseph Calleja, tenor ; Aleksandra Kurzak, soprano (tracks 2 and; 15) ; L'Orchestre de la Suisse Romande ; Marco Armiliato,; conductor.; Recorded Victoria Hall, Geneva, 24-31 August 2010.; Programme notes in English, French and German, and texts with; English, French and German translations, in container booklet.; Compact disc.; La Bohéme. Che gelida manina (4:46). O soave fanciulla /; Puccini (4:09) -- Simon Boccanegra. Sento avvampar nell'anima /; Verdi (5:01) -- Les Contes d'Hoffmann. Il était une fois à la; cour d'Eisenach / Offenbach (5:20) -- Tosca. Recondita; armonia (2:46). E lucevan le stelle (3:06) / Puccini --; Mefistofele. Dai campi, dai prati (2:39). Giunto sul passo; estremo (2:57). Quel trouble inconnu me penetre! / Boito --; Faust. Salut! demeure chaste et pure (5:55) / Gounod -- Manon; Lescaut. Tra voi, belle, brune e bionde (1:41) ; Donna non vidi; mai (2:54) / Puccini -- Manon. Ah! Fuyez, douce image (4:54) /; Massenet -- Luisa Miller. Quando le sere al placido (5:06) /; Verdi -- Un ballo in maschera. Ma se mm'è forza perderti (5:15); / Verdi -- Les Pe6cheurs de perles. De mon amie, fleur; endormie-- Leila! Leila! dieu puissant (9:16) / Bizet.","","1 sound disc (65 min., 49 sec.) : digital, stereo ; 4 3/4 in.","","Kurzak, Aleksandra.; Armiliato, Marco.; Puccini, Giacomo, 1858-1924. Bohème. Che gelida manina.; Puccini, Giacomo, 1858-1924. Bohème. O soave fanciulla.; Verdi, Giuseppe, 1813-1901. Simon Boccanegra. Sento avvampar; nell'anima.; Offenbach, Jacques, 1819-1880. Contes d'Hoffmann. Il était une; fois.; Puccini, Giacomo, 1858-1924. Tosca. Recondita armonia.; Puccini, Giacomo, 1858-1924. Tosca. E lucevan le stelle.; Boito, Arrigo, 1842-1918. Mefistofele. Dai campi, dai prati.; Boito, Arrigo, 1842-1918. Mefistofele. Giunto sul passo estremo.; Gounod, Charles, 1818-1893. Faust. Salut, demeure chaste et pure.; Puccini, Giacomo, 1858-1924. Manon Lescaut. Tra voi, belle, brune; e bionde.; Puccini, Giacomo, 1858-1924. Manon Lescaut. Donna non vidi mai.; Massenet, Jules, 1842-1912. Manon. Ah! fuyez, douce image.; Verdi, Giuseppe, 1813-1901. Luisa Miller. Quando le sere al; placido.; Verdi, Giuseppe, 1813-1901. Ballo in maschera. Ma se m'è forza; perderti.; Bizet, Georges, 1838-1875. Pêcheurs de perles. De mon amie fleur; endormie.; Bizet, Georges, 1838-1875. Pêcheurs de perles. Leïla! Leïla! Dieu; puissant le voilà.; Orchestre de la Suisse romande."
"26","A wrinkle in time [DVD] / BLT Productions Ltd. ; Dimension; Television ; Fireworks Entertainment ; MeniThings LLC ; Wrinkle; Productions Ltd. ; producers, Fitch Cady, Michael Leahy ;; teleplay writer, Susan Shilliday ; director, John Kent; Harrison.","","","0788843362.","Public Library YOUTH","PubLib YOUTH DVD (1st f DVD WRI","[United States] : Walt Disney Home Entertainment : Distributed by; Buena Vista Home Entertainment, [2004]","","Space and time -- Drama.; Television mini-series.; Television programs for children.; Video recordings for the hearing impaired.; DVD video discs lcsh.","DVD, region 1; Dolby Digital.; Closed-captioned.; Title from container.; Alfre Woodard, Katie Stuart, Gregory Smith, David Dorfman, Chris; Potter.; Cinematographer, Jon Joffin ; editors, Susan Maggi, T.C. Martin ;; music, Patric Caird, Jeff Danna.; Originally broadcast as a television mini-series.; Based on the novel by Madeleine L'Engle.; Rated TV-PG.; Thirteen-year-old Meg Murry, her little brother Charles Wallace,; and their friend Calvin are guided by unearthly strangers as; they go on a journey through space and time to search for Meg's; and Charles' scientist father who disappeared while; experimenting with a new form of space travel.; Special features: Rare interview with famed author Madeleine; L'Engle; behind-the-scenes cast featurette; deleted scenes.","","1 videodisc (ca. 128 min.) : sd., col. ; 4 3/4 in.","At head of title: Disney presents.","Harrison, John Kent.; Woodard, Alfre, 1953-; Stuart, Katie.; Smith, Gregory, 1983-; Caird, Patric.; Danna, Jeff.; Walt Disney Home Entertainment (Firm); Buena Vista Home Entertainment (Firm)"
"27","Hoot [DVD] / New Line Cinema and Walden Media present a Kennedy/; Marshall Company production ; produced by Jimmy Buffett, Frank; Marshall ; screenplay by Wil Shriner ; directed by Wil Shriner.","Hoot (Motion picture)","","0780655230.","Public Library YOUTH","PubLib YOUTH DVD (1st f DVD HOO","Burbank, CA : New Line Home Entertainment, 2006.","","Rare birds -- Florida -- Drama.; Real estate development -- Florida -- Drama.; Chain restaurants -- Florida -- Drama.; Especies en poligro de extinción -- Florida -- Teatro. bidex.; Desarrollo urbano-habitacional -- Florida -- Teatro. bidex.; Feature films.; Comedy films.; Action and adventure films.; Video recordings for the hearing impaired.; Comedy -- Feature. migfg.; Adventure -- Feature. migfg.; Youth -- Feature. migfg.; Comedy films. gsafd.; Action and adventure films. gsafd.; DVD video discs.","DVD, widescreen (1.85:1) presentation; Dolby Digital 5.1; surround, Dolby Digital 2.0 stereo.; English dialogue, English or Spanish subtitles; closed-captioned.; Luke Wilson, Logan Lerman, Brie Larson, Tim Blake Nelson, Cody; Linley, Neil Flynn, Clark Gregg, Kirsten Warren, Jessica; Cauffiel, Dean Collins, Robert Wagner.; Director of photography, Michael Chapman ; editor, Alan Edward; Bell ; music, Jimmy Buffett ; costume designer, Christopher; Lawrence ; production designer, Stephen J. Lineweaver.; Based on the novel by Carl Hiaasen.; MPAA rating: PG; for mild bullying and brief language.; Roy Eberhardt has moved with his family so often he literally has; lost count of the number of times he has had to changed; schools. Roy ought to be used to being the new kid at school by; now, but making the switch from Montana to Florida proves to be; a major challenge. While Roy quickly becomes the target of; school bully, he is befriended by Beatrice Leep, a spunky girl; with enough nerve to stand up to Dana, and her brother Mullet; Fingers. Beatrice and Mullet share a big secret with Roy, they; have a hidden hideaway where they look after a flock of; endangered owls. That is of little concern to Chuck Muckle, a; top executive from the Mother Paula's All-American Pancake; House chain, who is planning to build a new restaurant in the; hollow where the owls nest. The three kids are determined to; find a way to save the owls and have a plan. They have; uncovered some evidence of some dirty doings tied in to the; pancake house.; Special features: ""How to eat fried worms"" movie cash; 8 Behind-; the-scenes featurettes; Deleted scenes with optional director; commentary; Blooper reel; 3 fun games; Commentary with novelist; and director.","New Line platinum series.","1 videodisc (90 min.) : sd., col. ; 4 3/4 in.","","Wilson, Luke, 1971-  Actor.; Lerman, Logan, 1992-  Actor.; Larson, Brie, 1989-  Actor.; Nelson, Tim Blake.  Actor.; Linley, Cody, 1989-; Flynn, Neil, 1960-  Actor.; Wagner, Robert, 1930-  Actor.; Buffett, Jimmy.  Production personnel.; Marshall, Frank.  Production personnel.; Shriner, Wil, 1953-  Author of screenplay.  Director.; Hiaasen, Carl. Hoot.; New Line Cinema Corporation.; Walden Media.; New Line Home Entertainment (Firm)"
"28","Hauru no ugoku shiro [DVD] = Howl's moving castle / Walt Disney; Home Entertainment presents a Studio Ghibli film ; Dentsu Music; and Entertainment, Inc. ; Mitsubishi Corporation ; NTV ;; Tohokushinska Film Corp. ; Tokuma Shoten ; produced by Rick; Dempsey, Ned Lott, Toshio Suzuki ; screenplay, Hayao Miyazaki ;; directed by Hayao Miyazaki.","","","078886145X.","Public Library YOUTH","PubLib YOUTH DVD (1st f DVD HOW","Burbank, CA : Walt Disney Home Entertainment : Distributed by; Buena Vista Home Entertainment, [2006]","","Witches -- Drama.; Wizards -- Drama.; Man-woman relationships -- Drama.; Witches -- Drama.; Wizards -- Drama.; Feature films.; Video recordings for the hearing impaired.; Adventure -- Animation -- Feature. migfg.; Fantasy -- Animation -- Feature. migfg.; Science fiction -- Animation -- Feature. migfg.; DVD video discs lcsh.","DVD, region 1; Dolby Digital.; Japanese, English or French dialogue.; Voices: Christian Bale, Jean Simmons, Lauren Bacall, Billy; Crystal, Emily Mortimer, Blythe Danner.; Director of photography, Atsuchi Okui ; art directors, Yôji; Takeshige, Noboru Yoshida ; editor, Takeshi Seyama ; music, Joe; Hisaishi ; key animators, Makiko Futaki ... [et al.].; Based on the novel ""Howl's moving castle"" by Diana Wynne Jones.; Originally released as a motion picture in 2005.; MPAA rating: PG; for frightening images and brief mild language.; Special features include interviews, studio visits, TV spots,; trailers and storyboard.; A young woman named Sophie is cursed by the Witch of the Waste; and is turned into an old woman who is unable to tell anyone of; her plight. Unable to continue her job at her mother's hat; shop, she goes to the ambulatory castle of the notorious wizard; Howl and insinuates herself into his household. Sophie; befriends Calcifer, the fire demon who powers the castle and; who is bound to Howl by a contract, the terms of which Calcifer; cannot reveal. They promise to help each other with their; problems. Like Calcifer, Howl can also see through the Witch's; spell, and he and Sophie fall in love. Sophie helps Howl; confront his former teacher, and the Witch of the Waste.","","2 videodiscs (ca. 119 min.) : sd., col. ; 4 3/4 in.","Howl's moving castle.","Miyazaki, Hayao, 1941-; Jones, Diana Wynne.; Bale, Christian, 1974-; Simmons, Jean, 1929-; Bacall, Lauren, 1924-; Crystal, Billy.; Mortimer, Emily.; Danner, Blythe.; Okui, Atsushi.; Hisaishi, Joe.; Walt Disney Home Entertainment (Firm); Buena Vista Home Entertainment (Firm)"
"29","The birdcage [DVD] / Icarus Production ; United Artists; Pictures ; directed and produced by Mike Nichols ; screenplay; by Elaine May.","Birdcage (Motion picture)","","0792833198.","Public Library","PubLib DVD (1st floor)  FEATURE FILM - B","Santa Monica, CA : MGM Home Entertainment, c1998.","","Feature films.; Comedy films.; Gay couples -- Florida -- Miami Beach -- Drama.; Fathers and sons -- Florida -- Miami Beach -- Drama.; Video recordings for the hearing impaired.; Film adaptations.; Poiret, Jean, 1926- -- Film adaptations.; Families -- Drama.; Love -- Drama.; Gay men -- Florida -- Miami Beach -- Drama.; Feature films.; Comedy films.; Video recordings for the hearing impaired.; DVD video discs.","""906033.""; DVD format; NTSC; Dolby stereo.; widescreen (1.85:1, 16x9) and; standard version on double-sided disc.; Videodisc release of the 1996 motion picture.; In English, French and Spanish with English, French and Spanish; language subtitles; closed-captioned.; Robin Williams, Nathan Lane, Gene Hackman, Dianne Wiest, Dan; Futterman, Calista Flockhart, Hank Azaria, Christine Baranski.; Executive producers, Neil Machlis, Marcello Danon ; associate; producer, Michele Imperato ; director of photography, Emmanuel; Lubezki.; Based on the stage play La cage aux folles by Jean Poiret and the; motion picture La cage aux folles, directed by Francis Veber.; Special features included.; MPAA rating: R.; The story of a middle-aged gay couple's comic encounter with a; self-righteously straight and conservative family. Armand and; Albert reluctantly accept young Val's intention to marry the; daughter of a conservative Senator, but when the fiancee's; family comes to visit, the whole household is turned upside; down.","","1 videodisc (119 min.) : sd., col. ; 4 3/4 in.","Bird cage.","Nichols, Mike.; Williams, Robin, 1951-2014.; Lane, Nathan, 1956-; Hackman, Gene.; Wiest, Dianne.; May, Elaine, 1932-; Poiret, Jean, 1926- Cage aux folles.; United Artists Corporation.; MGM Home Entertainment Inc."
"30","Burn and firm pilates [DVD] / Dragonfly Productions ; producer/; director, Andrea Ambandos.","","","013131279993.","Public Library","PubLib DVD NONFIC (1st  613.71 B963","Troy, MI : Distributed by Anchor Bay Entertainment, c2004.","","Instructional videos.; DVD video discs.; Fitness.","DVD; region 1; Dolby Digital stereo.; Instructor, Ellen Barrett.; Director of photography, Walter Glover, Sr. ; technical director/; editor, Jason Savitt ; original music, Daveed.; This workout combines simple dance-inspired moves and light hand; weights with traditional Pilates for a full cardiovascular and; toning workout intended to deliver faster results than Pilates; alone. Required equipment: hand weights (no more than 3 pounds;; supportive footwear; mat).; Warm up -- Standing Pilates burn -- Standing Pilates with weights; 1 -- Standing Pilates with weights 2 -- Standing Pilates with; weights 3 -- Mat work -- Cool down/stretch.","Crunch.; Crunch (Anchor Bay Entertainment, Inc.)","1 videodisc (48 min.) : sd., col. ; 4 3/4 in.","Burn & firm pilates.","Ambandos, Andrea.; Barrett, Ellen C., 1922-; Dragonfly Productions.; Anchor Bay Entertainment, Inc."
"31","Nonviolent communication : a language of life / Marshall B.; Rosenberg.","","Rosenberg, Marshall B.","1892005034.","Public Library","PubLib NONFICTION (2nd  153.6 R813","Encinitas, CA : PuddleDancer Press, c2005.","2nd ed.","Interpersonal communication.; Interpersonal relations.","Includes bibliographical references (p. 197-199) and index.; Giving from the heart -- Communication that blocks compassion --; Observing without evaluating -- Identifying and expressing; feelings -- Taking responsibility for our feelings --; Requesting that which would enrich life -- Receiving; empathically -- The power of empathy -- Connecting; compassionately with ourselves -- Expressing anger fully -- The; protective use of force -- Liberating ourselves and counseling; others -- Expressing appreciation in nonviolent communication.","","xvii, 222 p. ; 21 cm.","",""
"32","Maya makes a mess [graphic novel] : a Toon book / by Rutu Modan.","","Modan, Rutu.","1935179179.","Dondero","Dondero YOUNG READER GR FIC MOD","New York : Toon Books, c2012.","","Graphic novels.","","Easy-to-read comics. Level two.","","",""
"33","A map for Saturday [DVD] : our year around the world / a; documentary by Brook Silva-Braga.","","","798304048353.","Public Library","PubLib DVD NONFIC (1st  910.4 M297","[Albany, NY] : Earthchild Productions, c2006.","","Documentary films. lcgft.; DVD video discs.; Documentary.; Travel.","DVD, full screen presentation; stereo.; Subtitle from DVD cover.; Music, Jimmy Khoury.; ""On a trip around the world, everyday feels like Saturday. A Map; for Saturday reveals a world of long-term, solo travel through; the stories of trekkers in 20 countries on four continents. The; documentary finds backpackers helping neglected Thai tsunami; victims. It explains why Nepal's guesthouses are empty and; Brazil's stoplights are ignored. But at its core, Saturday; tracks the emotional arc of extrlong-term travelers; teenagers; and senior citizens who wondered, ""What would it be like to; travel the world?"" Then did it. - from back cover.; DVD extras: Cast commentary track; in-dept ""Where are they now:; updates; deleted scenes.","","1 videodisc (90 min.) : sd., col. ; 4 3/4 in.","","Silva-Braga, Brook.; Earthchild Productions."
"34","Kon-Tiki [DVD] / NRK TV International ; Syncron Film in; cooperation iwth Artfilm ; television version produced by; Norwegian Broadcasting Corporation ; photography, manuscript,; and production byThor Heyerdahl.","","","1568392273.","Public Library","PubLib DVD NONFIC (1st  910.45 K82","[United States] : Janson, [2006]","Collector's ed.","DVD video discs.; Kon-Tiki ekspedisjonen (1947); Pacific Ocean.; Polynesians.; Ethnology -- Polynesia.; Documentary. migfg.; Documentary films.","DVD.; Members of the expedition: Thor Heyerdahl, Herman Watzinger, Erik; Hesselberg, Knut Haugland, Torstein Raaby, Bengt Danielsson.; DVD release of the 1951 documentary, with an updated television; version in 1996.; On April 28, 1947, an expedition was led by Norwegian biologist; Thor Heyerdahl. The journey by raft spanned 4,300 nautical; miles across the Pacific Ocean and was hailed as one of the; most fantastic feats of daring and courage of its time.; Heyerdahl and his crew duplicated the legendary voyage of Kon-; Tiki, the mythical hero who led the settlement of the South Sea; Islands by sailing on a balsawood raft from Peru to the; Polynesian islands.; Special features: one-hour portrait of Thor Heyerdahl: explorer &; scientist; the crew; photo gallery; expedition map; rare color; footage.; Academy Award for best documentary feature, 1952.","","1 videodisc (ca. 124 min.) : sd., b&w ; 4 3/4 in.","Title on container: Kon Tiki.","Heyerdahl, Thor.; Hesselberg, Erik, 1914-; Haugland, Knut.; Danielsson, Bengt.; Raaby, Torstein.; Watzinger, Herman.; Norsk rikskringkasting.; Syncron Film.; Artfilm (Firm); Janson Associates."
